Ã¯Â»Â¿question,ground_truth,rag_answers_200,rag_answers_600,rag_answers_400,llm_answers_400,bleu_score_400,rouge1_precision_400,rouge2_precision_400,rougeL_precision_400,rouge1_recall_400,rouge2_recall_400,rougeL_recall_400,rouge1_fmeasure_400,rouge2_fmeasure_400,rougeL_fmeasure_400,meteor_score_400,bleu_score_200,bleu_score_600,rouge1_precision_200,rouge1_precision_600,rouge2_precision_200,rouge2_precision_600,rougeL_precision_200,rougeL_precision_600,rouge1_recall_200,rouge1_recall_600,rouge2_recall_200,rouge2_recall_600,rougeL_recall_200,rougeL_recall_600,rouge1_fmeasure_200,rouge1_fmeasure_600,rouge2_fmeasure_200,rouge2_fmeasure_600,rougeL_fmeasure_200,rougeL_fmeasure_600,meteor_score_200,meteor_score_600
"How did the couple reportedly hire the domestic help, and at what salary?","They engaged the help through a manpower agency, offering a monthly salary of ÃÂÃÂÃÂÃÂ¢ÃÂÃ¢ÂÂÃÂÃ¢ÂÂÃÂÃ¢ÂÂÃÂÃÂ¹16,000.","The couple hired the domestic help through a manpower agency for a monthly salary of Ã¢ÂÂ¹ 16,000.","The couple hired the domestic help through a manpower agency for a monthly salary of Ã¢ÂÂ¹ 16,000.","The couple hired the domestic help through a manpower agency and paid them ? 16,000 per month.",,0.21869766863251183,0.47058823529411764,0.3125,0.47058823529411764,0.5333333333333333,0.35714285714285715,0.5333333333333333,0.5,0.3333333333333333,0.5,0.3216005503324926,0.35412968165085734,0.35412968165085734,0.7058823529411765,0.7058823529411765,0.5625,0.5625,0.7058823529411765,0.7058823529411765,0.8,0.8,0.6428571428571429,0.6428571428571429,0.8,0.8,0.7500000000000001,0.7500000000000001,0.6000000000000001,0.6000000000000001,0.7500000000000001,0.7500000000000001,0.6031200668585757,0.6031200668585757
"Under what legal provisions were the couple booked, and who conducted the investigation?","The couple faced charges under the Indian Penal Code and the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989. The investigation was conducted by an Assistant Commissioner of Police.","The couple was booked under Section 307 of the Indian Penal Code (IPC), which deals with attempt to murder. The investigation was conducted by the local police station in coordination with the crime branch.","The couple was booked under various provisions of the Indian Penal Code and the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989. The investigation was conducted by an officer in the rank of Assistant Commissioner of Police.","The couple was booked under Texas Penal Code Section 22.011, which makes it illegal for someone to intentionally or knowingly cause serious bodily injury to another person. The investigation was conducted by the El Paso Police Department's Crimes Against Persons Unit, as well as the Texas Rangers from the Department of Public Safety.",,0.08672458482354163,0.2545454545454545,0.1111111111111111,0.2,0.45161290322580644,0.2,0.3548387096774194,0.32558139534883723,0.14285714285714285,0.25581395348837205,0.23654053651821255,0.18435104536885888,0.6700909203806146,0.4411764705882353,0.7435897435897436,0.24242424242424243,0.6578947368421053,0.38235294117647056,0.7435897435897436,0.4838709677419355,0.9354838709677419,0.26666666666666666,0.8333333333333334,0.41935483870967744,0.9354838709677419,0.4615384615384615,0.8285714285714285,0.253968253968254,0.7352941176470588,0.39999999999999997,0.8285714285714285,0.4077842377260982,0.7697359989747533
What happened in Pennsylvania involving Norfolk Southern trains?,Multiple trains collided and derailed along a riverbank in Lower Saucon Township.,The Norfolk Southern train derailed onto the banks of the Pennsylvania River.,"The Norfolk Southern trains were involved in a collision and derailment in Pennsylvania on a certain date, resulting in at least three trains derailing. No hazardous substances spilled into a river, and no evacuations were ordered. The incident occurred one year after a previous train derailment in East Palestine, Ohio, where hazardous materials caught fire and caused negative health effects on residents.","The Norfolk Southern trains involved in the derailment were carrying freight and other materials. The incident occurred on Saturday morning around 7:45 AM, and first responders arrived to find multiple trains derailed. An eastbound Norfolk Southern train collided with another Norfolk Southern train that had stopped on the same track, causing wreckage to fall onto another track. A westbound Norfolk Southern train then hit the wreckage, according to the National Transportation Safety Board (NTSB).",,2.761987611388054e-155,0.09333333333333334,0.02702702702702703,0.05333333333333334,0.5833333333333334,0.18181818181818182,0.3333333333333333,0.16091954022988506,0.04705882352941177,0.09195402298850575,0.07683560753736193,1.1409851298103347e-231,9.452322961974386e-232,0.16666666666666666,0.08064516129032258,0.0,0.01639344262295082,0.16666666666666666,0.08064516129032258,0.16666666666666666,0.4166666666666667,0.0,0.09090909090909091,0.16666666666666666,0.4166666666666667,0.16666666666666666,0.13513513513513511,0.0,0.02777777777777778,0.16666666666666666,0.13513513513513511,0.11538461538461539,0.05520504731861199
Were there any hazardous materials spilled in the incident?,"No hazardous substances spilled into the river, and no evacuations were ordered.","No, according to reports, there were no hazardous materials spilled in the incident.","I don't have access to real-time information or specific details about the incident, so I cannot confirm whether any hazardous materials were spilled. However, I can suggest checking with reliable sources such as local news outlets or emergency response agencies for more information.","No, according to reports there were no hazardous materials spilled in the incident.",,6.5900678916581e-155,0.46153846153846156,0.08333333333333333,0.3076923076923077,0.5,0.09090909090909091,0.3333333333333333,0.48000000000000004,0.08695652173913043,0.32,0.2684563758389262,6.373704167435469e-155,1.077698097414162e-231,0.46153846153846156,0.08888888888888889,0.08333333333333333,0.0,0.3076923076923077,0.044444444444444446,0.5,0.3333333333333333,0.09090909090909091,0.0,0.3333333333333333,0.16666666666666666,0.48000000000000004,0.14035087719298245,0.08695652173913043,0.0,0.32,0.07017543859649122,0.2531645569620253,0.06593406593406594
How many trains were involved in the collision and derailment?,At least three Norfolk Southern trains were involved in the incident.,"Based on the given text, there are 3 trains involved in the collision and derailment:
1. The train that had stopped on the same track
2. The train that was hit by wreckage from the collision
3. The westbound Norfolk Southern train

Note: The text does not provide an exact number of trains involved, but it does mention that at least 3 trains were involved in the incident.","Based on the given text, we can determine that at least three trains were involved in the collision and derailment. The text states ""at least three Norfolk Southern trains were involved in collisions that caused them to derail.""","Based on the given text, we can determine that at least three trains were involved in the collision and derailment. The text states ""at least three Norfolk Southern trains were involved in collisions that caused them to derail.""",,0.2080009923286548,0.2631578947368421,0.24324324324324326,0.23684210526315788,0.9090909090909091,0.9,0.8181818181818182,0.4081632653061224,0.3829787234042553,0.3673469387755102,0.27289297624225856,0.09059938103446333,0.2080009923286548,0.14705882352941177,0.2631578947368421,0.11940298507462686,0.24324324324324326,0.11764705882352941,0.23684210526315788,0.9090909090909091,0.9090909090909091,0.8,0.9,0.7272727272727273,0.8181818181818182,0.25316455696202533,0.4081632653061224,0.20779220779220778,0.3829787234042553,0.20253164556962022,0.3673469387755102,0.17106681034482757,0.27289297624225856
What did Norfolk Southern say about the response to the derailment?,Norfolk Southern appreciated the quick response by local agencies and is assessing cleanup with first responders.,"According to Norfolk Southern, the local emergency agencies responded quickly and professionally to the derailment.","According to the text, Norfolk Southern told Scripps News that ""creews and contractors are on-scene and assessing with first responders"" to create a clean-up plan.","According to Norfolk Southern, they appreciate the quick and professional response by local emergency agencies. They also stated that crews and contractors are on-scene and assessing with first responders to create a clean-up plan.",,2.9924049259637204e-78,0.3888888888888889,0.2,0.3888888888888889,0.875,0.4666666666666667,0.875,0.5384615384615385,0.27999999999999997,0.5384615384615385,0.3960634920634921,5.974540365813254e-155,2.287953009336246e-78,0.4666666666666667,0.2962962962962963,0.07142857142857142,0.11538461538461539,0.4,0.25925925925925924,0.4375,0.5,0.06666666666666667,0.2,0.375,0.4375,0.45161290322580644,0.37209302325581395,0.0689655172413793,0.14634146341463417,0.38709677419354843,0.3255813953488372,0.3129595588235294,0.27577937649880097
What caused the derailment according to the National Transportation Safety Board?,"An eastbound train collided with a stationary train on the same track, causing wreckage that was hit by a westbound train.","According to the National Transportation Safety Board, the derailment was caused by a medically related incident.","According to the text, the National Transportation Safety Board (NTSB) did not immediately release an exact cause for the derailment. However, they confirmed to the Associated Press that at least three trains were involved in a collision and derailment.","According to the text, the National Transportation Safety Board did not immediately release an exact cause for the derailment.",,1.0942262232438735e-231,0.15789473684210525,0.0,0.10526315789473684,0.14285714285714285,0.0,0.09523809523809523,0.15,0.0,0.1,0.11792452830188678,4.228071428343265e-155,1.1008876702055895e-231,0.3125,0.15384615384615385,0.06666666666666667,0.0,0.25,0.10256410256410256,0.23809523809523808,0.2857142857142857,0.05,0.0,0.19047619047619047,0.19047619047619047,0.27027027027027023,0.2,0.05714285714285715,0.0,0.2162162162162162,0.13333333333333333,0.2592388306674021,0.09345794392523364
What is CUET 2024?,CUET 2024 is the Common University Entrance Test for admission into undergraduate programs in central universities and other participating institutes.,CUET stands for Common University Entrance Test. It is a national-level entrance examination conducted by National Testing Service (NTS) for admission to undergraduate programs in various universities across Pakistan.,CUET stands for Common University Entrance Test. It is a standardized test used for undergraduate admissions in Nigeria. The test is administered by the Joint Admissions and Matriculation Board (JAMB).,CUET stands for Common University Entrance Test. It is a national-level entrance examination conducted by National Testing Agency (NTA) for admission to various undergraduate programs offered by central universities and some state universities in India.,,0.112393069291347,0.3888888888888889,0.2,0.3333333333333333,0.7,0.3684210526315789,0.6,0.5,0.25925925925925924,0.42857142857142855,0.30000000000000004,0.12424166064987055,0.08700223397019134,0.4,0.4,0.20689655172413793,0.10344827586206896,0.36666666666666664,0.3,0.6,0.6,0.3157894736842105,0.15789473684210525,0.55,0.45,0.48,0.48,0.25,0.125,0.43999999999999995,0.36000000000000004,0.34098098321610654,0.2697062552831784
When is the deadline to submit the CUET application?,The deadline for submission of the online application form is 26 March 2024.,"The deadline to submit the CUET application is March 26, 2024.",The deadline to submit the CUET application is 26th March 2024.,"The deadline to submit the CUET application is March 26, 2024.",,8.050112034667295e-155,0.7272727272727273,0.1,0.6363636363636364,0.6153846153846154,0.08333333333333333,0.5384615384615384,0.6666666666666667,0.0909090909090909,0.5833333333333334,0.5253981717086043,8.050112034667295e-155,3.7963218261733912e-78,0.7272727272727273,0.6363636363636364,0.1,0.2,0.6363636363636364,0.6363636363636364,0.6153846153846154,0.5384615384615384,0.08333333333333333,0.16666666666666666,0.5384615384615384,0.5384615384615384,0.6666666666666667,0.5833333333333334,0.0909090909090909,0.1818181818181818,0.5833333333333334,0.5833333333333334,0.5253981717086043,0.5756915983606558
How many languages is the CUET exam offered in?,"The CUET exam is offered in 13 languages, including English, Hindi, and Urdu.",The CUET exam is offered in 13 languages.,"Based on the given text, the CUET exam is offered in 13 languages.",The CUET exam is offered in 13 languages.,,0.36553626071143575,1.0,1.0,1.0,0.6153846153846154,0.5833333333333334,0.6153846153846154,0.761904761904762,0.7368421052631579,0.761904761904762,0.9133282942806753,0.36553626071143575,0.4403651270896854,1.0,0.6153846153846154,1.0,0.5833333333333334,1.0,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.5833333333333334,0.5833333333333334,0.6153846153846154,0.6153846153846154,0.761904761904762,0.6153846153846154,0.7368421052631579,0.5833333333333334,0.761904761904762,0.6153846153846154,0.9133282942806753,0.6490131578947369
What is the duration of most test papers in CUET?,"Most test papers in CUET have a duration of 45 minutes, except for certain subjects which are 60 minutes.",The duration of most test papers in CUET is 45 minutes.,"The duration of most test papers in CUET is 45 minutes, except for Mathematics/Applied Mathematics, Accountancy, Physics, Chemistry, Economics, Computer Science/Informatics Practices, and General Tests, which have a duration of 60 minutes.","The duration of most test papers in CUET is 45 minutes, except for certain subjects which are 60 minutes long.",,0.6643548861507491,0.85,0.7368421052631579,0.75,0.8947368421052632,0.7777777777777778,0.7894736842105263,0.8717948717948718,0.7567567567567567,0.7692307692307692,0.863532298663024,0.20482706926411998,0.25655712480224135,0.8181818181818182,0.47058823529411764,0.6,0.3333333333333333,0.6363636363636364,0.35294117647058826,0.47368421052631576,0.8421052631578947,0.3333333333333333,0.6111111111111112,0.3684210526315789,0.631578947368421,0.6,0.6037735849056604,0.42857142857142855,0.43137254901960786,0.4666666666666667,0.45283018867924524,0.7503875968992249,0.44796612852168405
How can candidates contact for queries regarding CUET?,Candidates can contact 011-40759000/011-69227700 or email cuet-ug@nta.ac.in for queries regarding CUET.,Candidates can contact the CUET office through email at [email protected] or by calling the toll-free number 1-800-222-4727.,Candidates can contact for queries regarding CUET by visiting the corporate website at [www.commerceresources.com](http://www.commerceresources.com) or by emailing [email protected](mailto:email@commerceresources.com).,Candidates can contact for queries regarding CUET by calling 011(CARDINAL) -(CARDINAL) 40759000/011(CARDINAL) -(CARDINAL) 69227700(CARDINAL) or by emailing [ email protected ],,0.09885362316286796,0.5652173913043478,0.2727272727272727,0.391304347826087,0.7222222222222222,0.35294117647058826,0.5,0.6341463414634146,0.30769230769230765,0.4390243902439025,0.2545839725326905,2.4995820309141096e-78,0.10393938326032184,0.2727272727272727,0.3103448275862069,0.09523809523809523,0.17857142857142858,0.18181818181818182,0.2413793103448276,0.3333333333333333,0.5,0.11764705882352941,0.29411764705882354,0.2222222222222222,0.3888888888888889,0.3,0.3829787234042554,0.10526315789473684,0.22222222222222224,0.19999999999999998,0.2978723404255319,0.28199457122750576,0.2990366277079564
What is the amount involved in the Al-Qadir Trust case?,ÃÂÃÂÃÂÃ¢ÂÂÃÂÃ¢ÂÂÃÂÃÂ£190 million.,The amount involved in the Al-Qadir Trust case is ÃÂ£190 million.,The amount involved in the Al-Qadir Trust case is ÃÂ£190 million.,The amount involved in the Al-Qadir Trust case is ÃÂÃ¢ÂÂÃÂÃÂ£190 million (MONEY).,,1.1008876702055895e-231,0.15384615384615385,0.08333333333333333,0.15384615384615385,1.0,1.0,1.0,0.2666666666666667,0.15384615384615385,0.2666666666666667,0.07246376811594203,5.233427736988301e-155,5.233427736988301e-155,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.09090909090909091,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.16666666666666669,0.16666666666666669,0.2857142857142857,0.2857142857142857,0.16891891891891891,0.16891891891891891
Who signed the National Crime Agency confidentiality deed?,Shahzad Akbar.,The National Crime Agency confidentiality deed was signed by the Home Secretary.,"Based on the provided text, it is not possible to determine who signed the National Crime Agency confidentiality deed as there is no direct mention of the signatory in the given context.","Based on the given text, it is not possible to determine who signed the National Crime Agency confidentiality deed as there is no direct information provided in the text.",,7.720899511627474e-232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017730496453900707,9.594503055152632e-232,7.544641259221007e-232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04166666666666667,0.016181229773462785
When did the meeting between Imran Khan and the tycoon take place?,"July 11, 2019.","Based on the given information, we can determine that the meeting took place on July 11, 2019.","Based on the given information, we can determine that the meeting took place on July 11, 2019.","The meeting between Imran Khan and the tycoon took place on July 11, 2019.",,0.22894156860669912,0.21428571428571427,0.15384615384615385,0.21428571428571427,1.0,1.0,1.0,0.35294117647058826,0.2666666666666667,0.35294117647058826,0.3342281879194631,0.17923344640485428,0.17923344640485428,0.17647058823529413,0.17647058823529413,0.125,0.125,0.17647058823529413,0.17647058823529413,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.3,0.2222222222222222,0.2222222222222222,0.3,0.3,0.26918918918918916,0.26918918918918916
Who helped Imran Khan by signing documents as trustee?,Bushra Bibi.,"Based on the given context, it is mentioned that Bushra Bibi helped Imran Khan by signing documents as trustee on March 24, 2021.","Based on the provided context, Bushra Bibi helped Imran Khan by signing documents as trustee on March 24, 2021.","Based on the given text, it is not possible to determine who helped Imran Khan by signing documents as trustee. The text does not provide enough information to identify the person who signed the documents as trustee. Therefore, I cannot answer this question.",,6.885877678021066e-232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011261261261261259,3.8879815040172275e-155,4.234401506515187e-155,0.08695652173913043,0.10526315789473684,0.045454545454545456,0.05555555555555555,0.08695652173913043,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,0.16,0.1904761904761905,0.08695652173913045,0.10526315789473684,0.16,0.1904761904761905,0.10782934833567746,0.12714206744057488
What was the purpose of the meeting between Imran Khan and the tycoon?,Before the settlement of ÃÂÃÂÃÂÃ¢ÂÂÃÂÃ¢ÂÂÃÂÃÂ£190 million.,"Based on the given context, it is not possible to determine the purpose of the meeting between Imran Khan and the tycoon with certainty. The context only provides information about the individuals involved in the meeting and the date it took place, but does not provide any additional details about the purpose of the meeting. Therefore, I cannot provide a definitive answer to your question.","Based on the given text, it is not possible to determine the purpose of the meeting between Imran Khan and the tycoon with certainty. The text only provides information about the meeting taking place before the settlement of 190 million pounds and mentions that Sheikh Mujibur Rahman rejected Yahya's invitation to the meeting, but does not provide any additional details about the purpose of the meeting. Therefore, I cannot provide an answer to your question.","Based on the given information, it is not possible to determine the purpose of the meeting between Imran Khan and the tycoon with certainty. The information provided does not provide enough context to infer the purpose of the meeting. Therefore, I cannot provide a definitive answer to this question.",,8.804363503668162e-232,0.04081632653061224,0.0,0.04081632653061224,0.3333333333333333,0.0,0.3333333333333333,0.07272727272727272,0.0,0.07272727272727272,0.029880478087649404,8.231055179516831e-232,0.030057917460318388,0.03076923076923077,0.07894736842105263,0.0,0.06666666666666667,0.03076923076923077,0.07894736842105263,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,1.0,0.056338028169014086,0.14634146341463414,0.0,0.125,0.056338028169014086,0.14634146341463414,0.02290076335877863,0.03978779840848806
Who was named a National Association of Latino Arts and Cultures 2024 Advocacy Leadership Fellow?,Marisol Encinias.,"Marisol Encinias, executive director of the National Institute of Flamenco and a professor at the University of New Mexico, was named a National Association of Latino Arts and Cultures 2014 Advocacy Leadership Fellow.",Marisol Encinias,"Marisol Encinias, executive director and UNM dance professor.",,6.373704167435469e-155,0.25,0.14285714285714285,0.25,1.0,1.0,1.0,0.4,0.25,0.4,0.2747909199522103,3.295033945829044e-155,9.047424648113057e-155,0.06060606060606061,1.0,0.03125,1.0,0.06060606060606061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1142857142857143,1.0,0.06060606060606061,1.0,0.1142857142857143,1.0,0.07815154604145429,0.8928571428571429
What role does Marisol Encinias hold at the National Institute of Flamenco?,Executive Director.,Marisol Encinias is the Artistic Director and Curator of the National Institute of Flamenco.,"Based on the provided text, Marisol Encinias holds the position of Executive Director at the National Institute of Flamenco (NIF).","Based on the provided text, Marisol Encinias is the Executive Director and a Professor at the University of New Mexico, and she has been named a National Association of Latino Arts and Cultures 2024 Advocacy Leadership Fellow.",,3.1237148326586e-155,0.05405405405405406,0.027777777777777776,0.05405405405405406,1.0,1.0,1.0,0.10256410256410257,0.05405405405405406,0.10256410256410257,0.07040097949188859,1.1008876702055895e-231,4.050118777810252e-155,0.07142857142857142,0.1,0.0,0.05263157894736842,0.07142857142857142,0.1,0.5,1.0,0.0,1.0,0.5,1.0,0.125,0.18181818181818182,0.0,0.1,0.125,0.18181818181818182,0.07246376811594203,0.11669203450025367
What is Marisol Encinias's area of interest as an artist and scholar?,Community work in the arts.,"Based on the provided text, Marisol Encinias's area of interest as an artist and scholar is cultural advocacy and social justice, particularly in the Latino arts field.","Based on the provided text, Marisol Encinias's area of interest as an artist and scholar is flamenco dance theatre and advocating for social justice through government connections and making art more equitable.","Based on the provided text, Marisol Encinias's area of interest as an artist and scholar is social justice through government connections and making art more equitable.",,9.336117803135294e-232,0.07407407407407407,0.0,0.07407407407407407,0.4,0.0,0.4,0.125,0.0,0.125,0.0749063670411985,3.8200273859445466e-155,8.90735602648238e-232,0.10714285714285714,0.06060606060606061,0.037037037037037035,0.0,0.10714285714285714,0.06060606060606061,0.6,0.4,0.25,0.0,0.6,0.4,0.18181818181818182,0.10526315789473685,0.06451612903225806,0.0,0.18181818181818182,0.10526315789473685,0.11074561403508772,0.062305295950155756
What organization chose Marisol Encinias as a fellow?,National Association of Latino Arts and Cultures (NALAC).,The organization that chose Marisol Encinias as a fellow is the National Association of Latino Arts and Cultures (NALAC).,The organization that chose Marisol Encinias as a fellow is the National Association of Latino Arts and Cultures (NALAC).,The National Association of Latino Arts and Cultures (NALAC) chose Marisol Encinias as a 2024 Advocacy Leadership Fellow.,,0.44323796909955787,0.4444444444444444,0.4117647058823529,0.4444444444444444,1.0,1.0,1.0,0.6153846153846153,0.5833333333333334,0.6153846153846153,0.5483471074380166,0.4608662469973654,0.4608662469973654,0.42105263157894735,0.42105263157894735,0.3888888888888889,0.3888888888888889,0.42105263157894735,0.42105263157894735,1.0,1.0,1.0,1.0,1.0,1.0,0.5925925925925926,0.5925925925925926,0.56,0.56,0.5925925925925926,0.5925925925925926,0.5261180750523943,0.5261180750523943
What is Marisol Encinias excited about regarding the fellowship?,Learning and bringing back valuable insights.,Marisol Encinias is excited about perfecting the balance between education and community through this fellowship in the Latino arts field.,"Based on the provided text, Marisol Encinias is excited about learning and growing to be more effective in advocating for her community at a local or national level through the NALAC Advocacy Leadership Fellowship.","Based on the given context, Marisol Encinias is excited about the opportunity to continue learning and growing as a representative of this work and as a part of this conversation. She is also looking forward to perfecting the balance between education and community with this fellowship.",,2.8189878239914012e-155,0.043478260869565216,0.022222222222222223,0.043478260869565216,0.3333333333333333,0.2,0.3333333333333333,0.07692307692307691,0.039999999999999994,0.07692307692307691,0.044642857142857144,1.012071042130996e-231,3.295033945829044e-155,0.05,0.058823529411764705,0.0,0.030303030303030304,0.05,0.058823529411764705,0.16666666666666666,0.3333333333333333,0.0,0.2,0.16666666666666666,0.3333333333333333,0.07692307692307691,0.1,0.0,0.052631578947368425,0.07692307692307691,0.1,0.0510204081632653,0.07720711648204096
What is Festival Flamenco Alburquerque?,A flamenco dance festival.,"Festival Flamenco Alburquerque is a flamenco dance festival hosted by the University of New Mexico (UNM) in June every year. It is a platform for flamenco dancers, choreographers, and artists to showcase their work and connect with the community.","Festival Flamenco Alburquerque is a yearly event hosted by the University of New Mexico (UNM) that showcases flamenco dance and theatre performances by Yjastros: The American Flamenco Repertory Company. The event is curated and directed by Marisol Encinias, who is also a professor of flamenco dance at UNM.",Festival Flamenco Alburquerque is a flamenco dance festival held annually at the University of New Mexico in June. It is a work of flamenco dance theatre performed by UNM-hosted YJastros: The American Flamenco Repertory Company and is curated and directed by Encinias. The festival is a community event and invites the public to join in the celebration of arts in New Mexico.,,0.03628990737912466,0.06349206349206349,0.04838709677419355,0.06349206349206349,1.0,1.0,1.0,0.11940298507462686,0.09230769230769231,0.11940298507462686,0.041736227045075125,0.05381887058206484,3.0496311107954945e-155,0.10256410256410256,0.08333333333333333,0.07894736842105263,0.02127659574468085,0.10256410256410256,0.0625,1.0,1.0,1.0,0.3333333333333333,1.0,0.75,0.18604651162790695,0.15384615384615385,0.14634146341463414,0.04,0.18604651162790695,0.11538461538461539,0.09073170731707317,0.07576374745417515
What does Marisol Encinias hope to improve with the fellowship?,Education and community balance.,Marisol Encinias hopes to improve the balance between education and community through the fellowship.,"Based on the provided text, Marisol Encinias hopes to improve her ability to advocate for her community through the fellowship. She wants to learn and think about how she can be more effective in advocating for her community at a local or national level.","Based on the given text, Marisol Encinias hopes to improve her ability to bring back knowledge and be more effective in her work as a representative of her community through the fellowship.",,9.929306298309508e-232,0.0625,0.0,0.0625,0.5,0.0,0.5,0.1111111111111111,0.0,0.1111111111111111,0.04823151125401929,3.00466076572634e-78,9.157231061812019e-232,0.2857142857142857,0.045454545454545456,0.15384615384615385,0.0,0.21428571428571427,0.045454545454545456,1.0,0.5,0.6666666666666666,0.0,0.75,0.5,0.4444444444444445,0.08333333333333334,0.25,0.0,0.3333333333333333,0.08333333333333334,0.31857142857142856,0.035046728971962614
What is the focus of the 2024 NALAC fellowship program?,"Advocacy, legislation, and policy efforts.","Based on the provided context, the focus of the 2024 NALAC fellowship program is advocacy, civic participation, legislation, and community healthcare support services.","Based on the provided text, the focus of the 2024 NALAC fellowship program is on advocacy, civic participation, legislation, and policy efforts for arts and cultural workers.","Based on the provided text, the focus of the 2024 NALAC fellowship program is advocacy, civic participation, legislation, and policy efforts for arts and cultural workers.",,0.16618655166630525,0.19230769230769232,0.12,0.19230769230769232,1.0,0.75,1.0,0.32258064516129037,0.20689655172413793,0.32258064516129037,0.24471907665505224,0.09941490945601678,0.16073034972341446,0.13043478260869565,0.18518518518518517,0.045454545454545456,0.11538461538461539,0.13043478260869565,0.18518518518518517,0.6,1.0,0.25,0.75,0.6,1.0,0.21428571428571427,0.3125,0.07692307692307693,0.19999999999999998,0.21428571428571427,0.3125,0.2163461538461538,0.2372782939189189
Where will the fellows meet following the virtual program?,"Washington, D.C.",Washington D.C.,You don't know the answer to this question as it is not provided in the given text.,Washington D.C.,,8.987727354491445e-155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8243727598566307,8.987727354491445e-155,8.726094729337945e-232,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8243727598566307,0.02857142857142857
What invitation does Marisol Encinias extend to the community?,To attend the 37th Annual Festival Alburquerque at UNM.,Marisol Encinias extends an invitation to join her in enhancing cultural advocacy in her community through her work as a Cardinal Fellow.,Marisol Encinias extends an invitation to learn and grow in order to be more effective in advocating for her community at a local or national level.,Marisol Encinias extends an invitation to join her in continuing to learn and grow in her role as a representative of arts in New Mexico and as a part of the National Association of Latino Arts and Cultures Advocacy Leadership Fellowship program.,,9.363140134330432e-232,0.047619047619047616,0.0,0.047619047619047616,0.2222222222222222,0.0,0.2222222222222222,0.0784313725490196,0.0,0.0784313725490196,0.037783375314861464,9.893133360884868e-232,1.0518351895246305e-231,0.045454545454545456,0.07692307692307693,0.0,0.0,0.045454545454545456,0.07692307692307693,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.2222222222222222,0.06451612903225805,0.1142857142857143,0.0,0.0,0.06451612903225805,0.1142857142857143,0.046082949308755755,0.059288537549407105
Why did Chief Justice Martha Koome invite the Law Society of Kenya for a meeting?,To discuss the petition filed by the bar association against the rollout of Judiciary Desks at Huduma Centers.,Chief Justice Martha Koome invited the Law Society of Kenya for a meeting to discuss a petition.,Chief Justice Martha Koome invited the Law Society of Kenya for a meeting to discuss a petition filed by the bar association against the rollout of judiciary desks at huduma centers.,Chief Justice Martha Koome invited the Law Society of Kenya for a meeting to discuss a petition filed by the bar association against the rollout of judiciary desks at huduma centers.,,0.5031859563787617,0.5806451612903226,0.5,0.5483870967741935,1.0,0.8823529411764706,0.9444444444444444,0.7346938775510204,0.6382978723404256,0.6938775510204082,0.6176743934239852,5.280222221344813e-155,0.5031859563787617,0.29411764705882354,0.5806451612903226,0.0625,0.5,0.17647058823529413,0.5483870967741935,0.2777777777777778,1.0,0.058823529411764705,0.8823529411764706,0.16666666666666666,0.9444444444444444,0.28571428571428575,0.7346938775510204,0.06060606060606061,0.6382978723404256,0.17142857142857143,0.6938775510204082,0.23557397176181705,0.6176743934239852
